"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"461","Low","#Oil","Prices:","An","Opportunity","for","#Fuel","#Subsidy","Reform","study","by","SIPA's","Center","on","Global","#Energy","Policy:","https://t.co/fXyiBCjodt",NA,NA
"462","What’s","Wrong","With","A","#Surrogacy","Market","in","#india?,","asks","Renu","Pokharna","MPA","'16","in","#swarajya","https://t.co/KghfmbcuLv","#women",NA,NA,NA
"463","Tomorrow","is","#ElectionDay!","Find","out","if","you","are","#registered,","where","to","#vote,","and","who's","on","the","ballot","here:","https://t.co/rUlwGxk5GW",NA
"464","Clinton","and","Fiorina","are","not","talking","about","the","same","feminism,","says","@agrenell","MPA'15","for","@NYDailyNews","https://t.co/qZhOSlzcdC",NA,NA,NA,NA
"465","Selling","SPR","oil","in","budget","deal","bolsters","our","#energy","security,","by","@JasonBordoff","of","@ColumbiaUEnergy:","@thehill","https://t.co/2PFaEworyI",NA,NA,NA,NA
"466","Event","Wednesday","on","Perspectives","on","the","#European","#RefugeeCrisis:","https://t.co/ML2W2NE1zd","#syria","#isis","#refugee",NA,NA,NA,NA,NA,NA,NA,NA
"467","Wednesday","will","be","#SIPA's","Big","Day","of","Social","#Innovation,","1-8pm,","feat.","a","design","thinking","workshop:","https://t.co/9ICIJ9b3V6","#entrepreneur",NA,NA,NA
"468","Prof.","Kenneth","Prewitt","selected","as","the","2015","SAGE-CASBS","Award","recipient!","Congratulations!","https://t.co/KYkt0NEhBt","#SIPA","#naspaaprofs",NA,NA,NA,NA,NA,NA
"469","REMINDER:","In","honor","of","#ElectionDay,","Monday","&amp;","Tuesday","are","University","holidays--no","class","will","be","in","session!",NA,NA,NA,NA
"470","Nobel","Laureate","&amp;","Prof.","Joseph","Stiglitz","on","Rewriting","the","Rules","of","the","American","#Economy","@democracynow","#USElection","https://t.co/x3IA0eNIv2",NA,NA,NA
"471","Not","sure","if","you","are","#registered","to","#vote","in","#NYC?","In","less","than","30sec,","find","out","here,","thxs","to","this"
"472","“Using","the","#SPR","like","an","ATM","is","not","a","good","idea,”","says","Prof.","@JasonBordoff:","@washingtonpost","https://t.co/5HwkafWHRI","#energy","#oil",NA,NA
"473","Did","Reagan","Make","Nuclear","War","More","Likely?,","by","Prof.","@SSestanovich","for","@wsj","https://t.co/zCkn2coNLy","#regan","#USMilitary","#Russia",NA,NA,NA,NA
"474","Good","luck","to","all","of","our","SIPA","students","and","alumni","running","the","#NYCMarathon","TOMORROW!","#tcsnycmarathon","@nycmarathon","#SIPA",NA,NA,NA
"475","There’s","a","pattern","of","gov's","shutting","down","#Internet","during","sensitive","times,","says","Prof.","Peter","Micek","https://t.co/8hJ3Dy4imA","#humanrights",NA,NA,NA
"476","It's","no","trick!","If","you","register","for","this","week's","CU","Energy","Symposium,","you're","in","for","a","real","treat!","Happy","Halloween!"
"477","Innovation","and","Technology:","Israels","Solution","to","the","Global","Water","Crisis","this","Thursday","with","@sethmsiegel","https://t.co/SXmod6CAMN",NA,NA,NA,NA,NA
"478","Did","#China","just","hack","an","int'l","court?","@Jason_Healey","considers:","@Diplomat_APAC","https://t.co/qhzULOTydp","#cyberattack","#cybersecurity","#diplomacy",NA,NA,NA,NA,NA,NA
"479","Prof","@StevenACohen","looks","at","case","brought","against","#EPA","by","#Coal","States:","@HuffPostGreen","https://t.co/12wPbCmkqb","#energy","#environment",NA,NA,NA,NA,NA
"480","Report","by","Prof.","Robert","Jervis","considers","#NorthKorea","and","its","nuclear","arsenal,","discussed","on","@WashTimes:","https://t.co/aeEkctZhpy",NA,NA,NA,NA,NA
"481",".@sharon_epperson","MIA","'93","was","one","of","the","#GOPdebate","panelists.","Read","more","about","her","here:","@bustle","https://t.co/2E0AjopA2X",NA,NA,NA,NA
"482","Citing","Gary","Sick","on","Saudi","Arabia's","recent","record","on","free","speech:","@csmonitor","https://t.co/QSQjmiPvrp",NA,NA,NA,NA,NA,NA,NA
"483","Did","you","miss","today's","panel","on","The","High","Politics","of","Internet","Governance?","Watch","it","now:","https://t.co/IGUfKClWyB",NA,NA,NA,NA
"484","It's","that","time","of","year","again","-","time","to","vote!","NYC","residents","can","visit","https://t.co/l1B1EzX42h","to","find","out","how!","https://t.co/SU5iy26HO6"
"485","[en","español]","Prof.","Jenik","Radon","underscores","importance","of","#anthropology","in","extractive","&amp;","mining","development","projects","https://t.co/KjlhYiaDoY",NA,NA,NA,NA
"486","**WATCH","LIVE","NOW**","Dean","Janow","+","UN","ambassadors","discussing","The","High","Politics","of","Internet","Governance","https://t.co/5C9fmkAS1K",NA,NA,NA,NA
"487","**Watch","live","in","30","min**","Dean","Janow","+","UN","ambassadors","to","discuss","The","High","Politics","of","Internet","Governance","https://t.co/B2IO0MsZrq",NA
"488","[Last","night]","MT","@kathelama:","Great","turnout","to","hear","Rodrigo","Valdés,","Chile's","finance","minister,","sponsored","by","@SIPA_LASA.","https://t.co/B3uUzBK3Tj",NA,NA,NA
"489","Low","#Oil","Prices:","An","Opportunity","for","Fuel","Subsidy","Reform","is","the","latest","report","from","@ColumbiaUEnergy.","More+link:","https://t.co/hFTIXQgnSX",NA,NA,NA
"490","@thinink","Prof.","Stepan's","email","address","is","as48@columbia.edu.","You","can","also","email","mat2120@sipa.columbia.edu","w/","more","info","about","your","inquiry.",NA,NA
"491","Next","Wed,","@KofiAnnan","will","visit","Columbia","to","celebrate","70","years","of","UN","&amp;","70","years","of","SIPA.","Join","the","celebration:"
"492","Selling","SPR","oil","in","budget","deal","bolsters","our","energy","security,","by","@JasonBordoff","of","@ColumbiaUEnergy:","@thehill","https://t.co/LFneZqN9gD",NA,NA,NA,NA
"493","What","makes","liberal","democracy","better","than","authoritarian","models","is","checks","&amp;","balances,","says","Andrew","Nathan:","@TheAtlantic","https://t.co/m6inixNIBj",NA,NA,NA
